,customer_id,Action,Animation,Children,Classics,Comedy,Documentary,Drama,Family,Foreign,Games,Horror,Music,New,Sci-Fi,Sports,Travel,cluster
34,35.0,5,1,0,1,4,1,2,2,3,0,3,1,1,5,3,0,1
35,36.0,2,2,4,3,2,0,1,1,2,1,1,5,1,0,2,0,4
36,37.0,0,1,1,3,4,2,2,0,0,3,0,2,2,2,1,0,11
37,38.0,0,2,7,5,1,2,2,4,4,0,1,1,2,1,0,2,9
38,39.0,3,2,1,1,2,1,2,2,2,3,2,0,3,2,2,1,5
39,40.0,3,2,3,2,2,3,1,2,2,3,2,1,0,1,0,0,5
40,41.0,2,5,0,0,1,2,1,2,3,3,0,1,0,3,2,0,0
41,42.0,4,1,1,1,1,3,2,1,1,1,3,2,1,6,1,1,12
42,43.0,2,0,1,2,0,2,0,2,2,2,1,0,4,2,1,3,10
43,44.0,2,5,2,0,3,1,1,0,0,4,2,2,0,2,1,1,4
44,45.0,4,0,2,3,2,1,0,3,1,3,0,1,1,3,2,1,13
45,46.0,1,5,1,3,1,1,3,4,1,3,3,2,2,2,0,2,5
46,47.0,4,3,2,0,4,0,2,0,2,1,0,0,0,1,1,2,0
47,48.0,2,2,2,1,1,0,0,1,3,0,0,3,0,1,0,1,2
48,49.0,3,3,2,2,0,2,0,5,2,1,1,1,3,2,1,0,5
49,50.0,1,2,3,0,1,2,5,2,5,3,2,3,1,2,0,3,1
50,51.0,6,3,0,1,3,1,4,3,3,1,0,2,1,3,0,2,3
51,52.0,1,0,3,3,4,4,2,1,2,2,2,1,1,1,1,1,5
52,53.0,0,3,2,5,1,3,4,1,2,1,0,0,1,1,4,2,12
53,54.0,0,6,0,3,4,2,1,3,0,2,0,1,3,2,1,1,11
54,55.0,2,1,1,1,1,1,2,1,2,3,1,0,2,1,3,0,12
55,56.0,3,1,1,4,4,2,2,1,2,2,0,0,1,2,2,3,10
56,57.0,4,0,1,3,1,2,0,2,4,3,2,0,1,3,2,0,9
57,58.0,3,1,1,0,3,2,2,2,3,2,1,0,1,2,2,2,5
58,59.0,0,2,0,1,3,1,2,1,1,1,2,2,5,0,2,4,8
59,60.0,4,0,2,1,0,1,1,1,2,2,2,3,1,1,3,1,4
60,61.0,1,0,0,2,1,0,2,1,0,1,0,1,1,2,2,0,11
61,62.0,1,3,0,1,1,1,2,1,0,5,2,2,1,2,1,0,14
62,63.0,1,0,2,1,2,4,3,0,1,1,1,1,4,1,1,2,0
63,64.0,1,5,1,1,3,6,4,2,1,1,0,3,2,1,0,2,4
64,65.0,3,4,0,0,2,1,3,1,2,0,1,1,0,1,1,2,0
65,66.0,3,1,1,4,2,3,3,3,3,4,2,1,1,0,1,2,9
66,67.0,3,0,1,0,2,3,0,2,0,3,1,1,2,2,1,1,11
67,68.0,2,1,2,3,1,1,2,3,0,2,0,1,2,0,2,0,11
68,69.0,1,1,2,2,0,0,1,3,0,3,1,3,2,4,1,1,11
69,70.0,0,2,0,0,1,2,0,1,1,2,1,2,2,1,3,0,14
70,71.0,4,3,1,1,0,1,1,2,3,2,0,6,1,1,2,2,7
71,72.0,4,4,1,2,1,2,1,1,2,1,4,3,1,0,3,0,8
72,73.0,1,1,4,2,0,2,2,2,4,3,1,0,2,0,0,0,9
73,74.0,1,3,2,3,1,1,0,1,1,2,2,0,0,4,2,4,10
74,75.0,4,3,4,4,2,2,1,6,4,1,1,1,3,2,1,2,6
75,76.0,0,4,2,0,1,3,6,2,1,0,1,1,1,0,1,0,0
76,77.0,2,0,0,3,2,2,2,3,0,3,2,2,0,2,3,2,2
77,78.0,4,3,2,2,2,1,0,4,0,0,1,0,2,4,5,1,0
78,79.0,1,0,0,1,1,0,3,0,2,2,4,0,2,5,1,0,9
79,80.0,0,2,1,2,2,3,2,2,2,1,2,2,5,1,2,1,3
80,81.0,0,1,0,0,2,2,0,3,1,2,4,0,2,2,3,0,5
81,82.0,4,4,1,1,1,2,1,1,0,0,2,2,1,3,2,1,4
82,83.0,2,3,1,4,0,2,1,0,1,1,1,0,2,5,1,1,13
83,84.0,2,4,3,2,2,2,3,3,3,1,2,0,0,1,4,1,1
84,85.0,2,0,0,2,3,2,1,0,2,1,1,1,2,3,0,3,13
85,86.0,1,3,2,3,1,2,4,2,3,0,3,2,1,2,3,1,1
86,87.0,3,2,3,3,2,2,1,0,0,2,0,2,2,3,3,2,14
87,88.0,1,2,1,1,1,0,0,3,1,0,2,3,1,1,1,3,0
88,89.0,4,1,0,2,3,4,3,2,1,2,2,1,1,1,3,2,0
89,90.0,1,5,1,0,0,0,4,1,1,3,0,5,2,3,1,1,7
90,91.0,2,1,3,2,4,3,4,1,0,1,2,1,1,2,5,3,4
91,92.0,1,2,1,2,2,3,4,0,1,0,4,1,3,2,0,2,5
92,93.0,2,2,0,4,1,1,1,1,3,2,1,2,0,0,3,0,12
93,94.0,1,2,0,1,1,2,2,3,1,1,2,1,0,2,2,0,12
94,95.0,3,0,1,2,2,1,2,2,2,0,0,1,1,0,1,0,2
95,96.0,0,1,1,3,1,4,4,2,3,2,1,1,2,0,2,0,5
96,97.0,1,1,0,0,1,3,0,0,2,1,1,2,4,0,0,2,0
97,98.0,1,0,1,1,1,2,2,2,1,3,0,2,2,2,4,1,14
98,99.0,1,3,0,2,1,2,1,2,2,0,1,0,3,2,4,0,12
99,100.0,2,4,1,4,3,2,1,2,0,1,0,0,0,1,1,2,13
100,101.0,1,5,1,0,1,0,0,0,0,2,3,2,0,5,3,1,4
101,102.0,4,2,1,3,3,3,1,4,1,1,1,0,0,5,3,1,12
102,103.0,3,4,2,0,2,3,1,2,2,1,3,1,1,1,3,2,8
103,104.0,3,2,2,1,1,0,3,1,3,1,0,1,2,0,2,2,0
104,105.0,2,2,4,0,2,0,0,0,0,3,0,4,1,3,3,2,7
105,106.0,2,0,2,2,1,1,0,3,0,2,4,1,1,1,1,2,5
106,107.0,0,1,0,0,2,2,3,3,2,3,0,2,2,5,4,1,0
107,108.0,2,3,2,1,4,1,3,1,2,0,1,2,3,4,0,1,3
108,109.0,2,0,1,4,1,1,1,2,1,1,1,1,1,4,2,3,13
109,110.0,0,2,0,1,0,2,2,1,2,2,0,1,0,0,0,1,13
110,111.0,6,3,1,1,0,1,0,2,3,1,3,0,2,0,0,3,1
111,112.0,0,3,0,5,2,1,4,3,1,2,1,0,3,1,2,2,10
112,113.0,1,1,1,1,1,5,4,3,2,1,2,1,1,2,1,2,5
113,114.0,4,1,3,3,1,1,2,2,5,1,1,1,3,0,3,2,1
114,115.0,1,2,3,4,0,3,2,1,3,2,0,3,0,1,3,2,0
115,116.0,1,2,0,2,1,1,1,7,2,0,2,1,2,2,2,1,9
116,117.0,3,1,2,0,1,0,0,1,3,1,1,0,0,2,3,1,12
117,118.0,1,1,1,2,2,1,1,0,2,4,0,0,2,1,3,0,2
118,119.0,3,3,2,1,1,4,2,1,2,1,0,2,4,5,3,0,4
119,120.0,4,2,0,1,3,1,3,4,0,2,1,4,1,0,3,3,7
120,121.0,4,2,2,1,2,4,1,0,1,0,2,1,1,2,2,1,0
121,122.0,0,0,0,3,3,1,3,1,2,1,5,0,3,2,5,3,1
122,123.0,2,1,3,1,0,3,0,1,1,0,2,0,4,2,3,1,0
123,124.0,2,1,2,1,0,3,2,0,0,1,1,1,1,1,1,1,11
124,125.0,3,3,0,1,2,6,0,2,2,2,2,1,1,0,5,2,8
125,126.0,6,0,1,2,0,1,2,4,3,1,2,1,5,0,0,0,1
126,127.0,1,2,2,2,1,0,1,3,1,1,0,1,3,2,0,4,2
127,128.0,3,4,2,0,3,0,1,0,2,2,1,4,2,3,4,1,7
128,129.0,3,2,4,4,3,2,1,4,2,3,0,1,1,1,1,2,12
129,130.0,1,0,1,2,1,1,1,2,2,2,2,0,2,6,0,1,10
130,131.0,4,4,1,1,2,1,1,1,2,2,0,2,1,2,3,3,4
131,132.0,0,4,1,4,2,1,1,1,3,2,0,3,0,2,4,0,0
132,133.0,3,0,1,0,1,5,7,1,1,1,0,0,1,3,2,1,2
133,134.0,0,4,0,1,2,0,4,1,1,1,5,0,0,1,2,1,1
134,135.0,2,2,5,1,1,2,1,4,1,1,2,1,0,2,3,2,3
135,136.0,3,1,1,2,0,0,1,0,1,1,0,2,1,1,1,0,11
136,137.0,2,3,1,1,4,2,2,0,2,6,3,2,1,1,5,4,8
137,138.0,3,2,3,1,1,3,1,5,0,2,1,2,3,0,6,1,8
138,139.0,3,3,0,0,0,3,2,1,3,3,2,1,1,2,2,1,3
139,140.0,1,1,1,0,1,0,0,2,1,0,0,1,2,3,2,3,11
140,141.0,2,3,5,0,4,0,3,3,1,0,2,0,1,4,1,3,3
141,142.0,1,1,2,2,0,5,2,1,2,0,1,1,1,2,3,2,12
142,143.0,1,2,2,0,1,3,2,2,1,0,2,0,1,3,1,1,12
143,144.0,4,2,2,4,3,2,5,3,1,3,2,2,4,1,2,2,3
144,145.0,3,7,0,0,2,1,0,0,3,2,3,0,1,4,1,1,1
145,146.0,2,3,1,0,2,3,2,3,2,1,2,4,2,1,0,1,8
146,147.0,6,4,0,2,1,3,2,1,1,2,0,3,3,3,3,0,7
147,148.0,3,0,0,4,2,3,1,6,4,3,4,1,2,7,1,5,6
148,149.0,1,1,3,1,1,2,2,1,1,1,1,1,3,3,4,0,0
149,150.0,3,2,0,0,1,1,1,1,1,3,1,1,1,3,4,2,14
150,151.0,6,3,1,1,2,3,1,0,0,2,2,1,1,2,2,0,4
151,152.0,2,2,2,1,3,0,2,2,1,0,1,2,1,1,0,1,0
152,153.0,1,1,2,3,2,2,1,0,0,4,2,1,2,1,1,1,2
153,154.0,2,1,3,1,2,3,3,3,1,1,3,0,2,4,1,0,5
154,155.0,1,4,1,4,1,4,0,3,1,1,0,0,2,1,0,2,13
155,156.0,3,0,2,1,2,2,1,2,1,0,4,1,1,1,2,2,3
156,157.0,1,3,2,0,2,6,0,2,2,2,1,5,1,1,2,1,7
157,158.0,0,4,3,1,2,3,1,1,1,2,3,1,2,3,3,2,3
158,159.0,4,3,0,4,2,0,0,1,1,0,0,0,2,1,1,2,13
159,160.0,1,2,1,2,1,4,2,3,2,0,0,3,2,1,2,1,0
160,161.0,0,3,1,2,0,2,3,1,4,1,2,2,4,2,2,1,1
161,162.0,2,2,1,2,1,0,2,2,1,0,2,1,1,0,3,0,0
162,163.0,2,2,0,3,1,4,0,2,1,2,0,0,3,2,4,3,2
163,164.0,1,1,2,0,0,1,2,2,2,0,0,2,0,1,1,1,2
164,165.0,0,2,2,4,1,1,0,0,0,2,1,1,2,3,1,1,13
165,166.0,0,1,2,4,2,2,1,2,1,0,1,4,1,3,3,1,14
166,167.0,3,1,1,1,2,3,1,4,1,1,3,5,1,1,3,1,8
167,168.0,1,3,0,1,2,2,2,4,6,4,4,2,2,1,0,0,6
168,169.0,0,1,2,1,1,0,3,3,3,0,1,1,2,2,2,0,5
169,170.0,0,1,1,1,2,1,1,2,3,2,1,1,3,4,1,2,5
170,171.0,1,1,5,0,0,4,0,0,2,3,2,1,0,2,3,2,0
171,172.0,5,4,4,0,1,2,3,0,1,3,1,3,0,2,1,3,7
172,173.0,2,2,1,1,3,5,1,4,1,2,0,0,2,1,0,4,12
173,174.0,3,2,0,0,2,3,2,0,1,2,1,1,1,0,0,3,14
174,175.0,2,0,0,1,1,0,3,1,0,4,3,1,4,1,2,1,0
175,176.0,2,5,3,0,5,2,3,2,4,0,1,0,1,4,4,1,1
176,177.0,2,1,3,1,2,2,2,0,0,0,2,1,1,1,4,1,4
177,178.0,1,4,3,2,0,4,4,2,4,0,2,2,1,3,3,4,1
178,179.0,2,0,2,2,1,4,1,6,2,1,0,1,1,3,1,2,10
179,180.0,2,1,1,1,1,4,0,3,1,2,2,0,1,1,2,1,12
180,181.0,1,1,1,3,2,2,1,7,3,1,5,1,0,1,2,3,6
181,182.0,1,0,1,1,2,2,2,3,2,5,0,1,5,3,2,0,12
182,183.0,1,0,1,1,0,3,1,3,3,2,1,1,1,4,1,0,10
183,184.0,1,4,0,0,1,1,3,1,1,1,1,2,3,1,1,2,4
184,185.0,5,2,2,3,0,0,1,0,5,1,0,0,0,2,1,1,10
185,186.0,3,2,0,5,3,1,3,1,5,3,2,0,2,0,1,0,9
186,187.0,3,1,1,4,1,3,1,3,0,1,2,3,2,1,2,0,0
187,188.0,2,2,0,0,3,2,4,2,1,0,2,1,0,2,2,2,0
188,189.0,0,2,2,2,1,1,1,2,2,0,0,2,2,2,2,1,2
189,190.0,3,2,0,3,1,0,3,3,0,2,3,2,1,1,0,3,12
190,191.0,1,0,2,0,1,3,1,1,2,2,0,2,2,2,1,0,2
191,192.0,0,2,0,2,3,1,1,2,1,0,3,2,1,1,2,2,12
192,193.0,1,3,2,1,1,0,0,2,1,5,1,2,0,0,3,3,14
193,194.0,2,3,0,0,1,0,1,1,0,2,2,0,2,2,1,1,2
194,195.0,2,1,0,1,1,0,4,1,0,1,0,2,1,0,3,2,14
195,196.0,3,8,2,1,2,4,1,2,2,4,0,0,3,1,2,0,8
196,197.0,1,3,5,3,7,2,2,3,0,1,4,1,2,2,2,2,1
197,198.0,1,1,2,2,3,5,2,3,4,4,1,3,1,3,0,2,5
198,199.0,2,1,4,0,2,0,1,2,1,2,0,1,5,0,2,2,4
199,200.0,2,1,1,2,1,3,2,4,2,4,1,0,0,0,2,2,10
200,201.0,1,3,0,2,1,0,3,3,1,1,2,2,1,1,3,1,0
201,202.0,0,5,3,0,1,3,1,2,2,1,3,1,1,2,0,1,1
202,203.0,3,2,3,3,0,2,2,0,0,0,1,0,1,1,0,2,13
203,204.0,2,1,3,2,2,1,1,1,5,3,5,1,5,1,1,1,6
204,205.0,1,1,0,1,1,1,0,1,1,1,3,1,1,2,2,1,12
205,206.0,1,3,2,1,1,4,0,0,2,1,1,2,7,0,1,1,8
206,207.0,2,1,0,3,2,2,2,2,2,4,2,2,4,1,3,2,3
207,208.0,1,2,3,0,1,4,3,3,0,2,1,1,2,2,1,0,0
208,209.0,6,1,5,3,1,4,0,0,2,3,1,1,1,1,3,0,0
209,210.0,4,0,3,1,1,1,2,0,3,2,2,1,5,2,4,0,8
210,211.0,2,3,0,4,2,1,1,4,3,2,1,5,0,3,2,1,0
211,212.0,1,1,4,3,0,0,0,2,2,0,0,0,2,3,2,0,10
212,213.0,1,0,4,0,0,1,3,6,1,2,0,1,2,2,2,3,12
213,214.0,2,2,3,1,2,1,2,2,3,0,2,3,1,1,4,2,8
214,215.0,1,1,1,1,2,1,1,0,6,0,0,2,2,1,5,2,3
215,216.0,1,2,0,1,1,1,2,0,0,2,3,0,2,1,2,5,12
216,217.0,3,2,1,2,0,1,3,2,1,2,0,1,0,3,0,2,13
217,218.0,1,1,1,2,3,2,2,0,1,1,0,0,2,1,0,1,13
218,219.0,0,2,0,1,2,1,1,3,2,1,2,3,1,4,1,2,12
219,220.0,3,2,0,2,1,2,2,3,1,0,0,3,4,1,2,1,4
220,221.0,2,2,2,1,3,2,5,2,1,2,1,0,1,1,2,1,12
221,222.0,1,1,4,2,1,1,1,2,1,1,1,0,2,1,2,0,12
222,223.0,2,0,1,0,0,1,1,2,2,0,1,1,0,2,2,2,12
223,224.0,1,1,1,2,1,4,2,1,5,0,2,0,0,0,2,0,9
224,225.0,1,1,1,1,2,0,3,1,1,3,2,2,2,3,2,1,0
225,226.0,1,3,1,2,1,0,1,1,1,1,1,3,0,3,1,1,11
226,227.0,1,3,3,1,2,4,0,2,2,2,0,0,1,3,0,0,10
227,228.0,3,2,2,2,1,3,0,2,4,1,0,0,1,1,3,2,5
228,229.0,2,1,1,1,1,0,3,1,1,0,1,2,3,1,4,3,4
229,230.0,4,3,1,4,1,0,1,0,2,3,0,1,3,6,3,1,2
230,231.0,1,3,3,1,3,3,2,0,0,2,1,3,1,1,2,0,7
231,232.0,2,3,2,0,0,2,1,1,3,2,0,1,1,4,1,2,12
232,233.0,1,1,1,2,2,0,2,3,2,2,1,1,0,3,1,1,10
233,234.0,1,1,2,4,2,2,1,2,4,2,0,2,1,0,2,0,12
234,235.0,3,4,0,0,1,1,2,4,0,0,2,1,2,1,2,2,0
235,236.0,2,4,3,2,1,1,0,4,5,5,1,2,4,2,3,3,1
236,237.0,1,1,3,5,0,1,2,5,1,2,2,4,2,1,2,1,0
237,238.0,1,1,5,2,0,0,1,2,0,1,1,1,2,1,0,3,2
238,239.0,3,5,2,1,0,3,2,2,2,3,1,2,3,2,2,1,8
239,240.0,1,2,3,0,1,2,3,3,0,0,1,2,4,0,2,2,4
240,241.0,3,1,4,3,3,3,1,4,3,1,0,1,5,1,1,0,1
241,242.0,3,3,2,4,0,1,4,3,2,1,1,0,5,2,0,1,5
242,243.0,2,0,3,2,1,8,0,2,0,3,0,0,1,0,1,1,11
243,244.0,3,2,3,2,6,1,2,3,3,0,1,0,3,1,1,1,1
244,245.0,1,4,4,3,2,1,1,1,3,2,1,0,2,2,4,1,3
245,246.0,3,0,1,3,0,1,0,2,3,2,0,1,0,6,0,1,13
246,247.0,1,1,2,2,1,2,2,0,1,2,0,0,0,3,3,2,13
247,248.0,0,0,1,0,0,1,0,2,3,0,1,0,1,4,1,1,10
248,249.0,1,1,0,2,2,3,1,1,1,4,2,0,0,1,1,3,10
249,250.0,2,1,1,0,0,2,1,2,2,0,2,0,0,3,1,3,10
250,251.0,4,3,2,3,1,2,0,0,2,1,2,3,0,5,1,2,0
251,252.0,2,1,2,0,2,4,3,0,0,1,1,1,0,1,2,2,14
252,253.0,0,5,2,1,1,3,4,1,2,2,1,0,3,1,1,2,3
253,254.0,3,3,0,1,1,0,3,3,1,2,2,2,3,5,2,1,0
254,255.0,0,3,1,3,2,0,1,2,1,0,1,0,1,0,2,1,13
255,256.0,3,1,1,0,5,1,4,3,0,2,1,1,3,1,2,2,4
256,257.0,1,1,4,2,0,7,0,5,5,3,1,1,3,3,1,0,9
257,258.0,1,0,0,0,1,2,4,4,2,0,1,2,3,1,2,1,3
258,259.0,4,2,4,4,3,1,1,2,1,1,1,1,2,0,5,0,4
259,260.0,4,4,2,1,1,1,0,3,1,0,0,5,2,2,4,1,7
260,261.0,0,2,1,1,3,1,3,1,4,1,2,2,0,1,0,4,5
261,262.0,3,2,1,1,0,1,1,4,2,3,2,3,1,2,1,1,3
262,263.0,1,2,2,0,1,1,1,3,2,0,2,3,2,5,2,2,3
263,264.0,0,3,0,3,1,1,2,0,1,1,2,3,1,5,1,1,2
264,265.0,1,0,4,1,3,0,1,2,2,2,2,2,4,0,3,2,8
265,266.0,2,2,2,3,0,1,5,4,0,0,1,1,1,1,3,2,12
266,267.0,2,1,1,0,3,2,4,3,4,4,0,1,6,2,2,1,3
267,268.0,2,1,4,2,2,2,4,0,2,1,4,2,0,1,1,1,1
268,269.0,3,4,1,3,1,6,3,0,2,0,3,2,0,0,1,1,3
269,270.0,1,1,3,1,2,1,1,1,1,1,1,3,2,2,2,2,4
270,271.0,0,2,2,1,1,1,1,2,1,1,2,0,1,0,2,1,12
271,272.0,0,2,0,2,0,3,3,2,0,1,1,1,3,2,0,0,13
272,273.0,2,3,2,2,3,2,3,4,1,1,0,1,4,5,2,0,0
273,274.0,1,1,0,3,1,5,2,1,4,1,1,1,6,3,3,2,1
274,275.0,2,1,1,2,1,3,2,4,1,4,2,1,1,1,3,1,12
275,276.0,2,1,2,1,3,4,2,2,1,3,1,2,1,1,2,0,0
276,277.0,1,3,5,1,5,2,1,2,1,1,1,0,1,2,6,0,8
277,278.0,3,1,1,1,5,1,4,3,3,1,0,1,0,2,0,0,5
278,279.0,2,3,2,2,4,4,0,4,0,1,0,0,1,7,0,1,13
279,280.0,2,2,3,1,1,1,2,0,3,2,0,0,3,3,2,2,12
280,281.0,1,3,2,1,2,0,1,3,0,0,0,0,0,0,1,0,11
281,282.0,2,2,1,1,0,2,2,1,4,3,2,1,2,1,2,1,1
282,283.0,2,4,1,3,0,2,4,1,2,1,2,0,1,2,1,2,5
283,284.0,4,1,0,2,2,0,0,3,4,2,4,1,1,2,2,0,9
284,285.0,1,1,2,2,1,3,3,1,0,1,1,0,1,4,2,3,13
285,286.0,0,1,1,2,2,3,4,0,2,0,2,3,1,3,2,1,0
286,287.0,3,4,1,0,4,5,1,0,2,2,2,0,2,3,0,0,3
287,288.0,3,1,1,2,0,3,2,1,0,1,1,2,0,1,4,2,14
288,289.0,2,1,2,2,1,3,1,3,4,3,0,1,1,2,4,0,5
289,290.0,2,2,2,0,3,2,1,0,1,3,4,1,1,3,2,1,3
290,291.0,1,1,1,3,1,1,2,3,1,1,1,2,0,3,1,1,13
291,292.0,2,0,1,3,0,0,4,2,2,1,1,2,3,2,0,4,12
292,293.0,2,3,1,3,3,0,3,0,0,3,1,1,2,3,5,1,14
293,294.0,5,3,1,1,3,1,2,0,1,3,2,1,1,0,2,0,4
294,295.0,2,3,1,3,2,0,1,4,4,1,2,2,4,3,4,2,1
295,296.0,3,2,1,2,2,1,2,0,1,2,1,3,3,2,4,1,7
296,297.0,2,3,4,1,2,3,3,1,0,4,0,0,2,5,1,2,2
297,298.0,4,2,2,1,2,0,0,3,0,3,0,0,2,2,3,2,14
298,299.0,0,0,2,3,0,2,5,4,3,0,1,2,2,2,1,3,5
299,300.0,3,2,2,1,0,3,2,3,3,1,1,3,2,1,2,2,8
300,301.0,1,1,1,2,2,2,1,1,1,1,2,2,0,3,1,0,2
301,302.0,3,5,2,1,3,0,1,3,0,0,3,1,1,1,2,3,8
302,303.0,5,2,2,2,1,1,3,0,0,0,1,0,3,2,2,2,14
303,304.0,2,1,1,3,0,0,0,2,2,1,2,0,3,4,3,2,10
304,305.0,2,0,0,1,2,2,3,1,5,0,4,1,0,2,2,0,6
305,306.0,3,1,2,0,4,2,1,3,2,0,1,2,0,5,3,3,0
306,307.0,3,3,1,1,1,0,2,3,2,1,2,3,3,2,2,1,8
307,308.0,0,3,2,1,2,2,1,1,1,2,1,3,4,0,2,0,4
308,309.0,4,1,4,0,2,3,1,1,0,2,0,2,2,1,4,4,7
309,310.0,2,2,2,0,3,0,2,0,2,0,2,2,0,1,2,0,0
310,311.0,1,1,1,1,3,4,4,1,1,1,2,2,0,0,1,0,0
311,312.0,4,0,2,1,1,3,0,2,1,1,3,3,1,0,2,2,8
312,313.0,1,4,1,1,1,2,1,1,1,0,1,1,4,2,1,1,0
313,314.0,4,2,3,1,3,5,1,1,2,0,1,1,1,1,6,1,8
314,315.0,1,0,1,1,2,0,1,1,2,1,1,0,2,1,2,1,10
315,316.0,3,0,2,1,1,1,0,3,1,2,0,2,2,5,5,1,14
316,317.0,1,4,1,0,2,1,3,4,0,1,0,1,1,4,4,1,14
317,318.0,3,0,0,0,1,3,2,0,0,0,1,0,2,0,0,0,11
318,319.0,3,2,3,2,2,1,2,2,1,4,1,1,1,3,2,0,2
319,320.0,1,1,1,1,2,0,1,0,1,1,1,1,0,1,5,3,14
320,321.0,1,1,0,2,2,0,1,1,3,1,2,1,0,3,2,2,10
321,322.0,5,3,1,0,2,1,1,1,1,0,1,2,1,2,3,4,4
322,323.0,7,2,3,0,0,3,2,0,2,0,1,1,1,2,2,5,4
323,324.0,1,1,2,2,3,1,2,0,2,3,2,4,0,1,1,0,0
324,325.0,1,1,0,2,1,3,0,0,1,1,1,2,5,2,2,0,14
325,326.0,2,1,3,0,2,3,2,1,1,2,4,2,0,1,0,1,3
326,327.0,3,1,3,0,3,4,3,1,0,0,2,2,2,0,1,1,4
327,328.0,2,1,0,2,1,0,1,2,0,5,2,3,1,1,1,1,11
328,329.0,0,3,1,3,3,4,0,0,1,2,3,5,1,1,3,2,4
329,330.0,4,0,3,0,0,4,1,0,1,0,3,2,1,1,3,2,8
330,331.0,2,2,1,1,1,3,4,1,0,3,0,3,0,3,2,1,14
331,332.0,2,1,1,2,1,0,4,2,2,4,4,1,1,0,2,1,1
332,333.0,0,0,1,1,3,1,1,2,2,5,3,1,1,3,2,1,5
333,334.0,4,4,2,0,1,0,2,1,5,0,4,2,3,1,1,0,6
334,335.0,0,2,2,0,3,2,2,0,3,1,1,2,1,4,0,0,12
335,336.0,1,5,1,2,0,2,4,3,0,3,0,1,3,2,2,1,14
336,337.0,1,3,0,0,4,4,3,1,1,0,1,1,1,5,1,3,2
337,338.0,2,4,3,0,1,2,2,1,2,2,0,3,1,0,5,0,7
338,339.0,1,3,1,0,2,0,0,4,4,2,3,0,3,0,5,2,6
339,340.0,1,0,1,4,4,0,3,4,1,1,3,1,5,1,0,2,9
340,341.0,1,2,1,2,0,2,1,0,0,2,1,1,3,2,2,3,11
341,342.0,0,3,2,5,2,3,4,3,2,0,2,3,0,1,2,0,5
342,343.0,2,1,4,0,2,1,1,6,2,0,1,0,0,1,2,2,5
343,344.0,0,1,0,0,1,2,1,1,2,0,1,2,2,1,4,0,0
344,345.0,0,3,0,1,3,2,0,1,1,1,4,1,2,3,0,1,5
345,346.0,2,2,0,2,2,2,2,5,1,4,2,0,1,4,3,0,5
